6.2501,0.0304981 0.0396982  0.830527  0.554724,-0.752279   23.4976   5.71067,-4.35968 -2.40282  2.22121,0.0053871  0.230239   0.29264,-1.88288 0.457139  2.80997
6.2551,0.0300559 0.0400055   0.83095  0.554093,-0.77407  23.4855  5.72169,-4.35685 -2.41194  2.18602,0.00457331   0.230274   0.292635,-1.88578 0.446688  2.69985
6.2601,0.0296126 0.0403112  0.831372  0.553461,-0.795847   23.4734   5.73253,  -4.354 -2.42106   2.1503,0.0037594  0.230303  0.292631,-1.88845   0.4364  2.59147
6.2651, 0.029168 0.0406151  0.831793  0.552829,-0.81761  23.4613  5.74319,-4.35115 -2.43017  2.11405,0.0029454  0.230327  0.292628, -1.8909 0.426278  2.48485
6.2701,0.0287222 0.0409174  0.832214  0.552197,-0.839359   23.4491   5.75367,-4.34828 -2.43928  2.07728,0.00213132   0.230345   0.292626,-1.89313 0.416326  2.38002
6.2751,0.0282753  0.041218  0.832634  0.551564,-0.861093   23.4369   5.76396, -4.3454 -2.44838     2.04,0.00131719   0.230357   0.292624,-1.89515 0.406547  2.27702
6.2801,0.0278272 0.0415168  0.833053  0.550931,-0.882813   23.4246   5.77406,-4.34252 -2.45747  2.00221,0.000503028    0.230363    0.292623,-1.89696 0.396944  2.17585
6.2851,0.0273779 0.0418139  0.833472  0.550297,-0.904518   23.4123   5.78398,-4.33962 -2.46655  1.96392,-0.000311149     0.230364     0.292623,-1.89857 0.387521  2.07655
6.2901,0.0269275 0.0421093   0.83389  0.549663,-0.926209      23.4    5.7937,-4.33671 -2.47563  1.92516,-0.00112532    0.230359    0.292624,-1.89998 0.378281  1.97915
6.2951,0.0264759 0.0424029  0.834307  0.549029,-0.947885   23.3876   5.80323,-4.33379 -2.48471  1.88592,-0.00193946    0.230348    0.292625, -1.9012 0.369228  1.88366
6.3001,0.0260233 0.0426948  0.834724  0.548394,-0.969547   23.3751   5.81256,-4.33086 -2.49378  1.84621,-0.00275355    0.230332    0.292627,-1.90223 0.360363  1.79011
6.3051,0.0255696 0.0429849   0.83514  0.547759,-0.991194   23.3626   5.82169,-4.32792 -2.50284  1.80605,-0.00356757    0.230309     0.29263,-1.90309  0.35169  1.69852
6.3101,0.0251147 0.0432732  0.835555  0.547123,-1.01283  23.3501  5.83062,-4.32497 -2.51189  1.76544,-0.0043815   0.230281   0.292634,-1.90377 0.343212  1.60891
6.3151,0.0246588 0.0435598   0.83597  0.546487,-1.03444  23.3375  5.83934,-4.32201 -2.52094   1.7244,-0.00519532    0.230248    0.292639,-1.90428 0.334932  1.52131
6.3201,0.0242019 0.0438446  0.836385   0.54585,-1.05605  23.3249  5.84786,-4.31904 -2.52998  1.68293,-0.00600901    0.230208    0.292644,-1.90464 0.326852  1.43574
6.3251,0.0237439 0.0441276  0.836798  0.545213,-1.07763  23.3122  5.85617,-4.31606 -2.53902  1.64104,-0.00682254    0.230163     0.29265,-1.90484 0.318976  1.35222
6.3301,0.0232848 0.0444087  0.837211  0.544576,-1.09921  23.2995  5.86427,-4.31307 -2.54805  1.59876,-0.00763591    0.230112    0.292657,-1.90489 0.311305  1.27076
6.3351,0.0228248 0.0446881  0.837624  0.543938,-1.12076  23.2867  5.87216,-4.31006 -2.55707  1.55607,-0.00844907    0.230055    0.292664, -1.9048 0.303842  1.19139
6.3401,0.0223638 0.0449656  0.838035    0.5433,-1.14231  23.2739  5.87983,-4.30705 -2.56608  1.51301,-0.00926203    0.229993    0.292672,-1.90457 0.296589  1.11413
6.3451,0.0219017 0.0452413  0.838446  0.542661,-1.16384  23.2611  5.88729,-4.30402 -2.57509  1.46957,-0.0100747   0.229925   0.292681,-1.90422 0.289549    1.039
6.3501,0.0214388 0.0455152  0.838857  0.542022,-1.18535  23.2482  5.89453,-4.30099  -2.5841  1.42576,-0.0108872   0.229851   0.292691,-1.90374 0.282724 0.966014
6.3551,0.0209748 0.0457872  0.839267  0.541382,-1.20684  23.2352  5.90155,-4.29794 -2.59309  1.38161,-0.0116994   0.229771   0.292702,-1.90315 0.276116 0.895188
6.3601,0.0205099 0.0460574  0.839676  0.540742,-1.22833  23.2223  5.90834,-4.29489 -2.60208  1.33711,-0.0125113   0.229686   0.292713,-1.90245 0.269727 0.826542
6.3651,0.0200441 0.0463257  0.840085  0.540102,-1.24979  23.2092  5.91492,-4.29182 -2.61107  1.29229,-0.0133229   0.229595   0.292725,-1.90165 0.263559 0.760092
6.3701,0.0195773 0.0465921  0.840493  0.539461,-1.27125  23.1961  5.92126,-4.28874 -2.62004  1.24715,-0.0141341   0.229498   0.292738,-1.90075 0.257614 0.695854
6.3751,0.0191097 0.0468566    0.8409   0.53882,-1.29268   23.183  5.92739,-4.28566 -2.62901   1.2017,-0.014945  0.229396  0.292752,-1.89977 0.251893 0.633844
6.3801,0.0186412 0.0471193  0.841307  0.538178,-1.3141 23.1699 5.93328,-4.28256 -2.63798  1.15595,-0.0157555   0.229287   0.292766,-1.89871 0.246398 0.574076
6.3851,0.0181718   0.04738  0.841713  0.537535,-1.33551  23.1566  5.93895,-4.27945 -2.64693  1.10992,-0.0165656   0.229174   0.292781,-1.89757 0.241132 0.516565
6.3901,0.0177015 0.0476389  0.842118  0.536893,-1.3569 23.1434 5.94438,-4.27633 -2.65588  1.06361,-0.0173752   0.229054   0.292797,-1.89637 0.236094 0.461325
6.3951,0.0172304 0.0478959  0.842523   0.53625,-1.37827  23.1301  5.94958, -4.2732 -2.66483  1.01704,-0.0181845   0.228929   0.292813, -1.8951 0.231287 0.408369
6.4001,0.0167585 0.0481509  0.842928  0.535606,-1.39963  23.1167  5.95455,-4.27006 -2.67376 0.970221,-0.0189932   0.228798   0.292831,-1.89379 0.226712 0.357709
6.4051,0.0162858  0.048404  0.843331  0.534962,-1.42097  23.1033  5.95928,-4.26691 -2.68269 0.923162,-0.0198015   0.228661   0.292849,-1.89243  0.22237 0.309358
6.4101,0.0158122 0.0486552  0.843734  0.534317,-1.4423 23.0899 5.96378,-4.26375 -2.69162 0.875875,-0.0206093   0.228518   0.292867,-1.89104 0.218262 0.263327
6.4151,0.0153379 0.0489044  0.844137  0.533672,-1.46361  23.0764  5.96804,-4.26058 -2.70053 0.828373,-0.0214166    0.22837   0.292887,-1.88961 0.214389 0.219627
6.4201,0.0148628 0.0491517  0.844539  0.533027,-1.4849 23.0629 5.97206,-4.25739 -2.70944 0.780666,-0.0222233   0.228216   0.292907,-1.88816 0.210752 0.178269
6.4251,0.014387 0.049397  0.84494 0.532381,-1.50618  23.0493  5.97585, -4.2542 -2.71835 0.732766,-0.0230295   0.228057   0.292928, -1.8867 0.207352 0.139262
6.4301,0.0139104 0.0496404   0.84534  0.531735,-1.52744  23.0357  5.97939,  -4.251 -2.72724 0.684686,-0.023835  0.227892   0.29295,-1.88522 0.204189 0.102615
6.4351,0.0134331 0.0498818   0.84574  0.531088,-1.54869  23.0221  5.98269,-4.24779 -2.73613 0.636437,-0.02464 0.227721 0.292972, -1.88375  0.201265 0.0683368
6.4401,0.0129551 0.0501212   0.84614  0.530441,-1.56992  23.0084  5.98575,-4.24456 -2.74502 0.588031,-0.0254443   0.227544   0.292996, -1.88228  0.198579 0.0364356
6.4451,0.0124764 0.0503586  0.846539  0.529793,-1.59114  22.9946  5.98857,-4.24133 -2.75389  0.53948,-0.026248  0.227362  0.293019,  -1.88083   0.196133 0.00691857
6.4501, 0.011997 0.0505941  0.846937  0.529145,-1.61234  22.9808  5.99115,-4.23808 -2.76276 0.490796,-0.0270511   0.227174   0.293044,   -1.8794   0.193925 -0.0202075
6.4551, 0.011517 0.0508275  0.847334  0.528496,-1.63352   22.967  5.99348,-4.23483 -2.77162 0.441991,-0.0278534   0.226981   0.293069,    -1.878   0.191957 -0.0449364
6.4601,0.0110362  0.051059  0.847731  0.527847,-1.65468  22.9531  5.99557,-4.23156 -2.78048 0.393077,-0.0286551   0.226782   0.293095,  -1.87663   0.190229 -0.0672627
6.4651,0.0105549 0.0512884  0.848128  0.527198,-1.67583  22.9392  5.99741,-4.22829 -2.78933 0.344066,-0.029456  0.226577  0.293122,  -1.87531   0.188741 -0.0871813
6.4701,0.0100729 0.0515159  0.848524  0.526548,-1.69697  22.9252  5.99901,  -4.225 -2.79817 0.294971,-0.0302561   0.226366    0.29315, -1.87404  0.187492 -0.104688
6.4751,0.00959038  0.0517413   0.848919   0.525897,-1.71808  22.9112  6.00036, -4.2217   -2.807 0.245802,-0.0310555    0.22615   0.293178, -1.87283  0.186482 -0.119779
6.4801,0.00910723  0.0519647   0.849313   0.525246,-1.73918  22.8971  6.00147, -4.2184 -2.81583 0.196573,-0.0318541   0.225928   0.293207, -1.87168  0.185712 -0.132451
6.4851,0.0086235  0.052186  0.849707  0.524595,-1.76027   22.883  6.00233,-4.21508 -2.82465 0.147296,-0.0326519   0.225701   0.293236, -1.87061  0.185181 -0.142701
6.4901,0.00813921  0.0524053   0.850101   0.523943,-1.78133  22.8689  6.00294, -4.21175  -2.83346 0.0979824,-0.0334489   0.225468   0.293267, -1.86962  0.184888 -0.150528
6.4951,0.00765437  0.0526225   0.850494   0.523291,-1.80239  22.8547  6.00331, -4.20841  -2.84227 0.0486447,-0.034245  0.225229  0.293298, -1.86871  0.184832 -0.155931
6.5001, 0.007169 0.0528377  0.850886  0.522638,-1.82342  22.8405  6.00343,    -4.20507     -2.85107 -0.000704936,-0.0350403   0.224985    0.29333,  -1.8679  0.185014 -0.158907
6.5051,0.00668312  0.0530509   0.851277   0.521984,-1.84444  22.8262   6.0033,  -4.20171   -2.85986 -0.0500543,-0.0358347   0.224735   0.293362, -1.86719  0.185432 -0.159459
6.5101,0.00619674  0.0532619   0.851668   0.521331,-1.86544  22.8119  6.00293,  -4.19834   -2.86865 -0.0993913,-0.0366281    0.22448   0.293395, -1.86659  0.186086 -0.157585
6.5151,0.00570987  0.0534709   0.852059   0.520676,-1.88642  22.7975  6.00231, -4.19496  -2.87743 -0.148704,-0.0374206   0.224219   0.293429, -1.86611  0.186974 -0.153287
6.5201,0.00522254  0.0536779   0.852449   0.520022,-1.90739  22.7831  6.00144, -4.19157   -2.8862 -0.197979,-0.0382122   0.223952   0.293463, -1.86575  0.188096 -0.146567
6.5251,0.00473475  0.0538827   0.852838   0.519366,-1.92833  22.7686  6.00033, -4.18817  -2.89496 -0.247206,-0.0390028    0.22368   0.293498, -1.86551   0.18945 -0.137428
6.5301,0.00424652  0.0540855   0.853227   0.518711,-1.94927  22.7541  5.99897, -4.18476  -2.90372 -0.296371,-0.0397925   0.223402   0.293534, -1.86542  0.191035 -0.125871
6.5351,0.00375787  0.0542861   0.853615   0.518055,-1.97018  22.7396  5.99736, -4.18134  -2.91247 -0.345464,-0.0405811   0.223119   0.293571,-1.86547 0.192851  -0.1119
6.5401,0.00326881  0.0544847   0.854002   0.517398,-1.99108   22.725  5.99551,  -4.1779  -2.92122 -0.394471,-0.0413686    0.22283   0.293608,  -1.86567   0.194894 -0.0955206
6.5451,0.00277935  0.0546811   0.854389   0.516741,-2.01196  22.7104  5.99342,-4.17446 -2.92995 -0.44338,-0.0421552   0.222535   0.293646,  -1.86603   0.197165 -0.0767363
6.5501,0.00228952  0.0548755   0.854776   0.516083,-2.03283  22.6957  5.99108, -4.17101  -2.93868 -0.492181,-0.0429406   0.222235   0.293684,  -1.86655   0.199661 -0.0555526
6.5551,0.00179933  0.0550677   0.855161   0.515425,-2.05367   22.681   5.9885, -4.16755   -2.9474 -0.540859,-0.043725   0.22193  0.293723,  -1.86724    0.20238 -0.0319756
6.5601,0.00130879  0.0552578   0.855547   0.514767,-2.0745 22.6663 5.98567, -4.16408  -2.95612 -0.589404,-0.0445083   0.221619   0.293763,  -1.86811   0.205322 -0.0060118
6.5651,0.000817918   0.0554458    0.855931    0.514108,-2.09531  22.6514   5.9826, -4.16059  -2.96482 -0.637804,-0.0452904   0.221302   0.293803, -1.86917  0.208484 0.0223317
6.5701,0.00032673  0.0556316   0.856315   0.513448,-2.11611  22.6366  5.97929,  -4.1571  -2.97352 -0.686046,-0.0460714    0.22098   0.293845, -1.87041  0.211863 0.0530472
6.5751,-0.000164759    0.0558154     0.856699     0.512788,-2.13688  22.6217  5.97574,  -4.1536  -2.98222 -0.734119,-0.0468513   0.220652   0.293886, -1.87185  0.215459 0.0861264
6.5801,-0.000656532    0.0559969     0.857082     0.512128,-2.15764  22.6068  5.97195, -4.15008   -2.9909 -0.782011,-0.0476299   0.220319   0.293929,-1.87349 0.219269  0.12156
6.5851,-0.00114858   0.0561764    0.857464    0.511467,-2.17838  22.5918  5.96792, -4.14656  -2.99958 -0.829709,-0.0484073    0.21998   0.293972,-1.87534  0.22329  0.15934
6.5901,-0.00164087   0.0563536    0.857846    0.510805,-2.19911  22.5768  5.96366, -4.14302  -3.00825 -0.877203,-0.0491835   0.219636   0.294015,-1.87741 0.227521 0.199454
6.5951,-0.00213341   0.0565288    0.858227    0.510143,-2.21981  22.5617  5.95915,-4.13948 -3.01691 -0.92448,-0.0499585   0.219287    0.29406,-1.87969 0.231959 0.241893
6.6001,-0.00262617   0.0567017    0.858608    0.509481,-2.2405 22.5466 5.95441,-4.13592 -3.02557 -0.97153,-0.0507322   0.218931   0.294104, -1.8822 0.236602 0.286645
6.6051,-0.00311914   0.0568725    0.858988    0.508818,-2.26117  22.5315  5.94944,-4.13236 -3.03422 -1.01834,-0.0515046   0.218571    0.29415,-1.88495 0.241446 0.333699
6.6101,-0.0036123  0.0570412   0.859367   0.508155,-2.28183  22.5163  5.94423,-4.12878 -3.04286  -1.0649,-0.0522757   0.218205   0.294196,-1.88793  0.24649 0.383042
6.6151,-0.00410564   0.0572076    0.859746    0.507491,-2.30246   22.501  5.93879, -4.1252 -3.05149 -1.11119,-0.0530455   0.217833   0.294243,-1.89115 0.251731  0.43466
6.6201,-0.00459913   0.0573719    0.860125    0.506826,-2.32308  22.4858  5.93312, -4.1216 -3.06012 -1.15721,-0.0538139   0.217457    0.29429,-1.89462 0.257167 0.488542
6.6251,-0.00509278    0.057534    0.860502    0.506161,-2.34368  22.4704  5.92722,  -4.118 -3.06874 -1.20295,-0.054581  0.217074  0.294338,-1.89835 0.262793 0.544672
6.6301,-0.00558655    0.057694     0.86088    0.505496,-2.36426  22.4551  5.92109,-4.11438 -3.07735 -1.24839,-0.0553467   0.216686   0.294386,-1.90233 0.268607 0.603036
6.6351,-0.00608044   0.0578517    0.861256     0.50483,-2.38482  22.4397  5.91473,-4.11075 -3.08595 -1.29352,-0.0561109   0.216293   0.294435,-1.90658 0.274607 0.663619
6.6401,-0.00657443   0.0580072    0.861633    0.504164,-2.40537  22.4242  5.90815,-4.10712 -3.09455 -1.33833,-0.0568738   0.215895   0.294485,-1.91109 0.280789 0.726404
6.6451,-0.0070685  0.0581606   0.862008   0.503497,-2.42589  22.4087  5.90135,-4.10347 -3.10314 -1.38281,-0.0576352   0.215491   0.294535,-1.91588  0.28715 0.791376
6.6501,-0.00756264   0.0583117    0.862383     0.50283,-2.4464 22.3932 5.89433,-4.09981 -3.11172 -1.42695,-0.0583952   0.215082   0.294586,-1.92095 0.293687 0.858518
6.6551,-0.00805683   0.0584607    0.862758    0.502162,-2.46689  22.3776  5.88708,-4.09614 -3.12029 -1.47074,-0.0591537   0.214667   0.294637, -1.9263 0.300397 0.927812
6.6601,-0.00855106   0.0586074    0.863132    0.501494,-2.48736   22.362  5.87962,-4.09247 -3.12886 -1.51416,-0.0599107   0.214247   0.294689,-1.93193 0.307276 0.999241
6.6651,-0.00904531   0.0587519    0.863505    0.500825,-2.50781  22.3463  5.87194,-4.08878 -3.13742 -1.55721,-0.0606661   0.213821   0.294742,-1.93786 0.314321  1.07279
6.6701,-0.00953957   0.0588943    0.863878    0.500156,-2.52825  22.3306  5.86405,-4.08508 -3.14597 -1.59988,-0.0614201   0.213391   0.294795,-1.94408 0.321528  1.14843
6.67511,-0.0100348  0.0590346   0.864251   0.499484,-2.54871  22.3148  5.85593,-4.08136 -3.15453 -1.64223,-0.0621725   0.212955   0.294848, -1.9506 0.328894  1.22615
6.68011,-0.010529 0.0591725  0.864623  0.498814,-2.5691  22.299 5.84761,-4.07764 -3.16307  -1.6841,-0.0629233   0.212513   0.294903,-1.95742 0.336416  1.30592
6.68511,-0.0110232  0.0593081   0.864994   0.498143,-2.58948  22.2832  5.83909,-4.07392  -3.1716 -1.72555,-0.0636725   0.212067   0.294957,-1.96455 0.344089  1.38774
6.69011,-0.0115173  0.0594416   0.865364   0.497472,-2.60984  22.2673  5.83036,-4.07018 -3.18012 -1.76658,-0.0644201   0.211615   0.295012,-1.97199  0.35191  1.47157
6.69511,-0.0120114  0.0595728   0.865735     0.4968,-2.63018  22.2514  5.82142,-4.06643 -3.18863 -1.80717,-0.0651661   0.211158   0.295068,-1.97974 0.359876  1.55739
6.70011,-0.0125053  0.0597017   0.866104   0.496128,-2.65051  22.2354  5.81229,-4.06267 -3.19713 -1.84731,-0.0659104   0.210695   0.295124,-1.98781 0.367982  1.64519
6.70511,-0.0129992  0.0598284   0.866473   0.495455,-2.67081  22.2194  5.80295, -4.0589 -3.20563   -1.887,-0.066653  0.210227  0.295181, -1.9962 0.376224  1.73494
6.71011,-0.0134929  0.0599529   0.866842   0.494782,-2.6911 22.2034 5.79342,-4.05512 -3.21412 -1.92622,-0.067394  0.209754  0.295238,-2.00491 0.384599  1.82661
6.71511,-0.0139865  0.0600752    0.86721   0.494108,-2.71136  22.1873  5.78369,-4.05133  -3.2226 -1.96497,-0.0681333   0.209276   0.295296,-2.01394 0.393103  1.92019
6.72011, -0.01448 0.0601952  0.867577  0.493434,-2.73161  22.1711  5.77377,-4.04753 -3.23108 -2.00323,-0.0688708   0.208792   0.295354, -2.0233 0.401732  2.01564
6.72511,-0.0149732  0.0603129   0.867944   0.492759,-2.75184   22.155  5.76366,-4.04372 -3.23954   -2.041,-0.0696066   0.208304   0.295413,  -2.033 0.410481  2.11296
6.73011,-0.0154663  0.0604284    0.86831   0.492084,-2.77205  22.1387  5.75336, -4.0399   -3.248 -2.07826,-0.0703407    0.20781   0.295472,-2.04302 0.419347   2.2121
6.73511,-0.0159593  0.0605417   0.868676   0.491408,-2.79224  22.1225  5.74288,-4.03607 -3.25645 -2.11501,-0.0710729   0.207311   0.295532,-2.05338 0.428325  2.31305
6.74011,-0.0164519  0.0606527   0.869041   0.490732,-2.81241  22.1062  5.73221,-4.03223 -3.26489 -2.15124,-0.0718034   0.206807   0.295592,-2.06408 0.437411  2.41577
6.74511,-0.0169444  0.0607614   0.869406   0.490055,-2.83256  22.0898  5.72137,-4.02838 -3.27333 -2.18694,-0.072532  0.206297  0.295653,-2.07511 0.446601  2.52025
6.75011,-0.0174366  0.0608679    0.86977   0.489378,-2.85269  22.0734  5.71034,-4.02452 -3.28176  -2.2221,-0.0732589   0.205782   0.295714,-2.08648 0.455891  2.62646
6.75511,-0.0179286  0.0609722   0.870134     0.4887,-2.8728  22.057 5.69915,-4.02064 -3.29017 -2.25671,-0.0739838   0.205263   0.295776, -2.0982 0.465277  2.73437
6.76011,-0.0184202  0.0610741   0.870497   0.488022,-2.8929 22.0405 5.68778,-4.01676 -3.29858 -2.29076,-0.0747069   0.204738   0.295838,-2.11026 0.474754  2.84395
6.76511,-0.0189116  0.0611738    0.87086   0.487343,-2.91297   22.024  5.67624,-4.01287 -3.30699 -2.32425,-0.0754281   0.204208     0.2959,-2.12266 0.484317  2.95517
6.77011,-0.0194027  0.0612713   0.871222   0.486664,-2.93303  22.0075  5.66454,-4.00897 -3.31538 -2.35716,-0.0761474   0.203673   0.295963, -2.1354 0.493963  3.06801
6.77511,-0.0198935  0.0613664   0.871584   0.485984,-2.95306  21.9909  5.65267,-4.00506 -3.32377  -2.3895,-0.0768648   0.203133   0.296026,-2.14849 0.503687  3.18243
6.78011,-0.0203839  0.0614593   0.871945   0.485304,-2.97308  21.9742  5.64064,-4.00114 -3.33215 -2.42124,-0.0775802   0.202587    0.29609,-2.16193 0.513485  3.29842
6.78511,-0.020874   0.06155  0.872305  0.484623,-2.99307  21.9576  5.62846,-3.99721 -3.34052 -2.45238,-0.0782937   0.202037   0.296154,-2.17571 0.523351  3.41593
6.79011,-0.0213636  0.0616383   0.872665   0.483942,-3.01305  21.9408  5.61612,-3.99327 -3.34888 -2.48293,-0.0790052   0.201482   0.296219,-2.18984 0.533283  3.53494
6.79511,-0.021853 0.0617244  0.873025   0.48326,-3.03301  21.9241  5.60363,-3.98931 -3.35724 -2.51285,-0.0797147   0.200921   0.296284,-2.20432 0.543274  3.65542
6.80011,-0.0223419  0.0618082   0.873384   0.482578,-3.05294  21.9073  5.59099,-3.98535 -3.36558 -2.54216,-0.0804221   0.200356   0.296349,-2.21914 0.553321  3.77734
6.80511,-0.0228303  0.0618897   0.873742   0.481895,-3.07286  21.8904  5.57821,-3.98138 -3.37392 -2.57084,-0.0811276   0.199786   0.296415,-2.23431  0.56342  3.90067
6.81011,-0.0233184   0.061969     0.8741   0.481212,-3.09276  21.8735  5.56529, -3.9774 -3.38225 -2.59889,-0.081831   0.19921  0.296481,-2.24982 0.573565  4.02537
6.81511,-0.023806  0.062046  0.874458  0.480528,-3.11263  21.8566  5.55223,-3.97341 -3.39057 -2.62629,-0.0825323    0.19863   0.296548,-2.26568 0.583751  4.15142
6.82011,-0.0242932  0.0621207   0.874815   0.479844,-3.13249  21.8396  5.53903, -3.9694 -3.39889 -2.65305,-0.0832316   0.198044   0.296614,-2.28188 0.593976  4.27878
6.82511,-0.0247798  0.0621931   0.875171   0.479159,-3.15233  21.8226   5.5257,-3.96539 -3.40719 -2.67915,-0.0839287   0.197454   0.296682,-2.29843 0.604233  4.40742
6.83011,-0.025266 0.0622632  0.875527  0.478473,-3.17214  21.8055  5.51224,-3.96137 -3.41549  -2.7046,-0.0846237   0.196859   0.296749,-2.31532 0.614518  4.53731
6.83511,-0.0257517  0.0623311   0.875883   0.477788,-3.19194  21.7884  5.49865,-3.95734 -3.42378 -2.72937,-0.0853166   0.196259   0.296817,-2.33255 0.624828  4.66842
6.84011,-0.0262368  0.0623967   0.876238   0.477101,-3.21172  21.7713  5.48494, -3.9533 -3.43206 -2.75347,-0.0860074   0.195654   0.296886,-2.35012 0.635156   4.8007
6.84511,-0.0267214    0.06246   0.876592   0.476415,-3.23147  21.7541  5.47112,-3.94925 -3.44033 -2.77689,-0.0866959   0.195044   0.296954,-2.36803 0.645499  4.93414
6.85011,-0.0272054   0.062521   0.876946   0.475727,-3.25121  21.7369  5.45718,-3.94518 -3.44859 -2.79963,-0.0873823   0.194429   0.297023,-2.38627 0.655852  5.06869
6.85511,-0.0276889  0.0625797     0.8773    0.47504,-3.27093  21.7196  5.44312,-3.94111 -3.45685 -2.82167,-0.0880665   0.193809   0.297093,-2.40485  0.66621  5.20432
6.86011,-0.0281718  0.0626361   0.877652   0.474351,-3.29062  21.7023  5.42896,-3.93703  -3.4651 -2.84302,-0.0887484   0.193184   0.297162,-2.42376 0.676569    5.341
6.86511,-0.0286541  0.0626903   0.878005   0.473663,-3.3103  21.685  5.4147,-3.93294 -3.47334 -2.86367,-0.0894282   0.192555   0.297232,  -2.443 0.686924  5.47869
6.87011,-0.0291357  0.0627421   0.878357   0.472973,-3.32995  21.6676  5.40033,-3.92884 -3.48157 -2.88361,-0.0901056   0.191921   0.297302,-2.46256 0.697271  5.61736
6.87511,-0.0296168  0.0627917   0.878708   0.472284,-3.34958  21.6502  5.38586,-3.92472 -3.48979 -2.90284,-0.0907808   0.191282   0.297373,-2.48245 0.707605  5.75697
6.88011,-0.0300971   0.062839   0.879059   0.471593,-3.3692 21.6327  5.3713, -3.9206   -3.498 -2.92135,-0.0914537   0.190638   0.297444,-2.50266 0.717921  5.89749
6.88511,-0.0305769   0.062884    0.87941   0.470903,-3.38879  21.6152  5.35665,-3.91647 -3.50621 -2.93915,-0.0921243   0.189989   0.297515,-2.52319 0.728216  6.03889
6.89011,-0.0310559  0.0629268    0.87976   0.470211,-3.40836  21.5976  5.34191,-3.91233  -3.5144 -2.95621,-0.0927925   0.189336   0.297586,-2.54404 0.738484  6.18112
6.89511,-0.0315342  0.0629672   0.880109    0.46952,-3.42791  21.5801  5.32709,-3.90818 -3.52259 -2.97255,-0.0934584   0.188678   0.297658,-2.56519 0.748721  6.32415
6.90011,-0.0320119  0.0630054   0.880458   0.468827,-3.44744  21.5624  5.31219,-3.90402 -3.53077 -2.98816,-0.094122  0.188015   0.29773,-2.58666 0.758923  6.46794
6.90511,-0.0324888  0.0630413   0.880807   0.468135,-3.46695  21.5447  5.29721,-3.89985 -3.53894 -3.00302,-0.0947832   0.187348   0.297802,-2.60843 0.769085  6.61247
6.91011,-0.0329649  0.0630748   0.881155   0.467441,-3.48644   21.527  5.28216,-3.89567  -3.5471 -3.01715,-0.095442  0.186675  0.297874, -2.6305 0.779203  6.75769
6.91511,-0.0334403  0.0631062   0.881502   0.466748,-3.50591  21.5093  5.26704,-3.89147 -3.55526 -3.03053,-0.0960984   0.185999   0.297947,-2.65286 0.789272  6.90356
6.92011,-0.033915 0.0631352  0.881849  0.466053,-3.52536  21.4915  5.25186,-3.88727  -3.5634 -3.04316,-0.0967524   0.185317    0.29802,-2.67552 0.799288  7.05006
6.92511,-0.0343888  0.0631619   0.882196   0.465359,-3.54478  21.4736  5.23661,-3.88306 -3.57154 -3.05505,-0.0974039   0.184631   0.298093,-2.69847 0.809246  7.19713
6.93011,-0.0348619  0.0631864   0.882542   0.464663,-3.56419  21.4558  5.22131,-3.87884 -3.57966 -3.06618,-0.098053   0.18394  0.298166, -2.7217 0.819143  7.34476
6.93511,-0.0353341  0.0632086   0.882887   0.463968,-3.58357  21.4378  5.20595,-3.87461 -3.58778 -3.07655,-0.0986996   0.183245    0.29824, -2.7452 0.828974  7.49289
6.94011,-0.0358055  0.0632285   0.883232   0.463272,-3.60293  21.4199  5.19054,-3.87037 -3.59589 -3.08616,-0.0993437   0.182545   0.298314,-2.76899 0.838735   7.6415
6.94511,-0.036276 0.0632461  0.883577  0.462575,-3.62227  21.4019  5.17509,-3.86612 -3.60399 -3.09502,-0.0999853    0.18184   0.298388,-2.79304 0.848421  7.79053
6.95011,-0.0367457  0.0632614   0.883921   0.461878,-3.64159  21.3838   5.1596,-3.86186 -3.61208  -3.1031,-0.100624  0.181131  0.298462,-2.81735 0.858029  7.93997
6.95511,-0.0372145  0.0632745   0.884265    0.46118,-3.66089  21.3658  5.14406,-3.85759 -3.62017 -3.11043,-0.101261  0.180417  0.298536,-2.84193 0.867554  8.08977
6.96011,-0.0376825  0.0632853   0.884608   0.460482,-3.68017  21.3476  5.12849,-3.85331 -3.62824 -3.11698,-0.101895  0.179699   0.29861,-2.86675 0.876993  8.23989
6.96511,-0.0381495  0.0632938   0.884951   0.459783,-3.69943  21.3295  5.11289,-3.84902 -3.63631 -3.12277,-0.102526  0.178977  0.298685,-2.89183  0.88634  8.39029
6.97011,-0.0386155  0.0633001   0.885293   0.459084,-3.71866  21.3113  5.09727,-3.84473 -3.64436 -3.12778,-0.103155  0.178249   0.29876,-2.91715 0.895593  8.54094
6.97511,-0.0390807  0.0633041   0.885635   0.458384,-3.73787   21.293  5.08162,-3.84042 -3.65241 -3.13203,-0.103782  0.177518  0.298835, -2.9427 0.904747   8.6918
6.98011,-0.0395449  0.0633058   0.885976   0.457684,-3.75707  21.2748  5.06595, -3.8361 -3.66045  -3.1355,-0.104405  0.176782   0.29891,-2.96848 0.913799  8.84284
6.98511,-0.0400081  0.0633052   0.886317   0.456984,-3.77623  21.2564  5.05026,-3.83177 -3.66848  -3.1382,-0.105026  0.176041  0.298985,-2.99449 0.922744  8.99401
