0.44,0.0421357 0.0455561 0.0670058  0.995821,19.8566 7.75626 5.98238,-0.650223   6.22449  0.588818,-0.0693241   0.208492   0.295391,   -1.49421  -0.0681537 -0.00583006
0.445,0.0419609 0.0460317 0.0677711  0.995755,19.8534 7.78737 5.98521,-0.657555   6.22313  0.540271,-0.0700588      0.208    0.29545,  -1.49202 -0.0715195 -0.0347772
0.45,0.0417844 0.0465059 0.0685365  0.995688,19.8501 7.81849 5.98779,-0.664885   6.22175  0.491591,-0.0707917   0.207503   0.295509,  -1.48998 -0.0746565 -0.0613389
0.455,0.0416061 0.0469787 0.0693021   0.99562,19.8467 7.84959 5.99012,-0.672214   6.22036   0.44279,-0.0715229   0.207001   0.295569,  -1.48811 -0.0775657 -0.0855094
0.46,0.0414261 0.0474501 0.0700677  0.995552,19.8433 7.88069 5.99221,-0.679541   6.21895  0.393879,-0.0722522   0.206493    0.29563,  -1.48642 -0.0802479  -0.107283
0.465,0.0412443 0.0479201 0.0708335  0.995482,19.8399 7.91178 5.99406,-0.686867   6.21753  0.344871,-0.0729797   0.205981   0.295691,  -1.48491 -0.0827042  -0.126656
0.47,0.0410607 0.0483885 0.0715995  0.995413,19.8365 7.94287 5.99566,-0.69419  6.21609 0.295778,-0.0737054   0.205463   0.295752,  -1.48358 -0.0849356  -0.143623
0.475,0.0408754 0.0488555 0.0723655  0.995342, 19.833 7.97394 5.99702,-0.701512   6.21464  0.246613,-0.0744292    0.20494   0.295814,  -1.48245 -0.0869435  -0.158181
0.48,0.0406884 0.0493211 0.0731317  0.995271,19.8295 8.00501 5.99813,-0.708832   6.21317  0.197386,-0.0751511   0.204412   0.295876,  -1.48152 -0.0887291  -0.170328
0.485,0.0404997 0.0497851  0.073898  0.995199,19.8259 8.03607 5.99899,-0.716151   6.21168  0.148111,-0.0758711   0.203879   0.295939,   -1.4808 -0.0902937  -0.180061
0.49,0.0403092 0.0502476 0.0746645  0.995126,19.8223 8.06713 5.99961,-0.723467   6.21018 0.0987988,-0.0765892   0.203341   0.296002,  -1.48029 -0.0916389  -0.187378
0.495, 0.040117 0.0507086 0.0754311  0.995052,19.8187 8.09818 5.99998,-0.730782   6.20867 0.0494627,-0.0773054   0.202798   0.296066,  -1.48001 -0.0927662  -0.192278
0.5,0.0399232  0.051168 0.0761978  0.994978, 19.815 8.12921  6.0001,-0.738095   6.20714 0.0001144,-0.0780196   0.202249    0.29613,  -1.47995 -0.0936773  -0.194761
0.505,0.0397276 0.0516259 0.0769646  0.994903,19.8113 8.16025 5.99998, -0.745407    6.20559 -0.0492339,-0.0787318   0.201696   0.296194,  -1.48013 -0.0943739  -0.194828
0.51,0.0395304 0.0520822 0.0777316  0.994828,19.8075 8.19127 5.99961,-0.752716   6.20403  -0.09857,-0.0794421   0.201137   0.296259,  -1.48055 -0.0948579  -0.192477
0.515,0.0393314  0.052537 0.0784987  0.994752,19.8038 8.22229   5.999,-0.760024   6.20245 -0.147882,-0.0801503   0.200574   0.296324, -1.48122 -0.095131 -0.187712
0.52,0.0391308 0.0529901 0.0792659  0.994675,19.7999  8.2533 5.99813,-0.767329   6.20086 -0.197157,-0.0808565   0.200006    0.29639,  -1.48214 -0.0951953  -0.180534
0.525,0.0389286 0.0534416 0.0800333  0.994597,19.7961  8.2843 5.99702,-0.774633   6.19926 -0.246384,-0.0815607   0.199432   0.296456,  -1.48332 -0.0950529  -0.170946
0.53,0.0387246 0.0538915 0.0808008  0.994519,19.7922 8.31529 5.99567,-0.781935   6.19763 -0.295549,-0.0822628   0.198854   0.296522,  -1.48477 -0.0947059   -0.15895
0.535,0.0385191 0.0543398 0.0815684   0.99444,19.7883 8.34627 5.99407,-0.789235     6.196 -0.344642,-0.0829628    0.19827   0.296589,  -1.48649 -0.0941566   -0.14455
0.54,0.0383119 0.0547864 0.0823362   0.99436,19.7843 8.37725 5.99222,-0.796534   6.19434  -0.39365,-0.0836608   0.197682   0.296656,  -1.48848 -0.0934072  -0.127751
0.545, 0.038103 0.0552313 0.0831041  0.994279,19.7803 8.40822 5.99013,-0.80383  6.19267 -0.44256,-0.0843566   0.197088   0.296723,  -1.49076 -0.0924601  -0.108558
0.55,0.0378925 0.0556746 0.0838722  0.994198,19.7763 8.43917  5.9878,-0.811125   6.19099 -0.491362,-0.0850503    0.19649   0.296791,  -1.49333 -0.0913178 -0.0869757
0.555,0.0376805 0.0561162 0.0846404  0.994116,19.7722 8.47013 5.98522,-0.818417   6.18929 -0.540042,-0.0857419   0.195887   0.296859,  -1.49618 -0.0899827 -0.0630108
0.56,0.0374668 0.0565561 0.0854087  0.994034,19.7681 8.50107  5.9824,-0.825708   6.18758 -0.588589,-0.0864312   0.195279   0.296928,  -1.49934 -0.0884577   -0.03667
0.565,0.0372515 0.0569942 0.0861772   0.99395,19.7639   8.532 5.97933,-0.832996   6.18585  -0.63699,-0.0871184   0.194666   0.296997,    -1.5028  -0.0867452 -0.00796038
0.57,0.0370346 0.0574306 0.0869458  0.993866,19.7597 8.56293 5.97603,-0.840283    6.1841 -0.685235,-0.0878035   0.194048   0.297066, -1.50657 -0.084848 0.0231101
0.575,0.0368161 0.0578653 0.0877146  0.993782,19.7555 8.59384 5.97248,-0.847567   6.18234  -0.73331,-0.0884862   0.193425   0.297135, -1.51066 -0.082769 0.0565329
0.58, 0.036596 0.0582982 0.0884835  0.993696,19.7513 8.62475  5.9687, -0.85485   6.18057 -0.781204,-0.0891668   0.192798   0.297205,  -1.51506 -0.0805111  0.0922991
0.585,0.0363744 0.0587294 0.0892525   0.99361, 19.747 8.65565 5.96467,-0.862131   6.17878 -0.828906,-0.0898451   0.192165   0.297275,  -1.51979 -0.0780771   0.130399
0.59,0.0361512 0.0591588 0.0900217  0.993524,19.7427 8.68654 5.96041,-0.869409   6.17697 -0.876403,-0.0905212   0.191528   0.297346,  -1.52484 -0.0754702   0.170822
0.595,0.0359265 0.0595863  0.090791  0.993436,19.7383 8.71742 5.95591,-0.876686   6.17515 -0.923683,-0.0911949   0.190886   0.297416,  -1.53022 -0.0726934   0.213558
0.6,0.0357002 0.0600121 0.0915604  0.993348,19.7339 8.74829 5.95117, -0.88396   6.17332 -0.970736,-0.0918664    0.19024   0.297487,  -1.53594 -0.0697498   0.258596
0.605,0.0354724  0.060436   0.09233  0.993259,19.7294 8.77915  5.9462,-0.891233   6.17146  -1.01755,-0.0925355   0.189588   0.297559,  -1.54201 -0.0666427   0.305923
0.61, 0.035243 0.0608582 0.0930998   0.99317,19.725   8.81  5.941,-0.898503    6.1696  -1.06411,-0.0932023   0.188932    0.29763,  -1.54841 -0.0633754   0.355527
0.615,0.0350122 0.0612784 0.0938697   0.99308,19.7205 8.84085 5.93556,-0.905771   6.16771  -1.11041,-0.0938668   0.188271   0.297702,  -1.55516 -0.0599511   0.407395
0.62,0.0347798 0.0616968 0.0946397  0.992989,19.7159 8.87168 5.92989,-0.913037   6.16582  -1.15644,-0.0945289   0.187605   0.297774,  -1.56227 -0.0563732   0.461513
0.625,0.0345459 0.0621133 0.0954099  0.992898,19.7113  8.9025   5.924,-0.920301    6.1639  -1.20218,-0.0951886   0.186935   0.297847,  -1.56972 -0.0526452   0.517867
0.63,0.0343106  0.062528 0.0961802  0.992805,19.7067 8.93332 5.91787,-0.927563   6.16198  -1.24762,-0.0958459    0.18626   0.297919,  -1.57754 -0.0487706   0.576443
0.635,0.0340737 0.0629407 0.0969507  0.992712,19.7021 8.96412 5.91152,-0.934822   6.16003  -1.29276,-0.0965008    0.18558   0.297992,  -1.58572 -0.0447529   0.637225
0.64,0.0338354 0.0633516 0.0977213  0.992619,19.6974 8.99492 5.90494,-0.94208  6.15807 -1.33757,-0.0971532   0.184896   0.298065,  -1.59426 -0.0405957   0.700198
0.645,0.0335956 0.0637605 0.0984921  0.992525,19.6926  9.0257 5.89815,-0.949335    6.1561  -1.38206,-0.0978032   0.184207   0.298138,  -1.60316 -0.0363026   0.765344
0.65,0.0333544 0.0641675  0.099263   0.99243,19.6879 9.05648 5.89112,-0.956588   6.15411  -1.42621,-0.0984508   0.183513   0.298212,  -1.61244 -0.0318774   0.832648
0.655,0.0331117 0.0645725  0.100034  0.992334,19.6831 9.08725 5.88388,-0.963839   6.15211     -1.47,-0.0990959   0.182815   0.298285,  -1.62209 -0.0273238   0.902092
0.66,0.0328676 0.0649756  0.100805  0.992238,19.6782   9.118 5.87643,-0.971087   6.15009  -1.51343,-0.0997384   0.182112   0.298359,  -1.63211 -0.0226456   0.973657
0.665, 0.032622 0.0653767  0.101577  0.992141,19.6734 9.14875 5.86875,-0.978334   6.14805  -1.55649,-0.100378  0.181405  0.298433,  -1.64251 -0.0178465    1.04733
0.67, 0.032375 0.0657758  0.102348  0.992043,19.6684 9.17948 5.86086,-0.985578     6.146  -1.59916,-0.101016  0.180693  0.298507,  -1.65329 -0.0129304    1.12308
0.675,0.0321266 0.0661729   0.10312  0.991945,19.6635 9.21021 5.85276,-0.992819   6.14394  -1.64144,-0.101651  0.179976  0.298582,   -1.66445 -0.00790136      1.2009
0.68,0.0318769 0.0665681  0.103892  0.991846,19.6585 9.24092 5.84445,-1.00006  6.14186 -1.68332,-0.102283  0.179256  0.298656,   -1.67599 -0.00276315     1.28076
0.685,0.0316257 0.0669612  0.104663  0.991747,19.6535 9.27163 5.83593, -1.0073  6.13976 -1.72477,-0.102913   0.17853  0.298731, -1.68791 0.0024802   1.36265
0.69,0.0313731 0.0673523  0.105436  0.991646,19.6484 9.30232  5.8272,-1.01453  6.13765 -1.76581,-0.103541    0.1778  0.298806,  -1.70022 0.00782468    1.44654
0.695,0.0311192 0.0677413  0.106208  0.991546,19.6434   9.333 5.81827,-1.02176  6.13552  -1.8064,-0.104165  0.177066  0.298881, -1.71291 0.0132663   1.53241
0.7,0.0308639 0.0681283   0.10698  0.991444,19.6382 9.36367 5.80914,-1.02899  6.13338 -1.84656,-0.104787  0.176327  0.298956, -1.72599 0.0188009   1.62025
0.705,0.0306073 0.0685132  0.107753  0.991342,19.6331 9.39434 5.79981,-1.03622  6.13122 -1.88625,-0.105407  0.175584  0.299031, -1.73945 0.0244245   1.71002
0.71,0.0303493  0.068896  0.108525  0.991239,19.6279 9.42499 5.79028,-1.04345  6.12905 -1.92548,-0.106023  0.174836  0.299107, -1.75331 0.0301328   1.80171
0.714999,  0.03009 0.0692767  0.109298  0.991135,19.6226 9.45562 5.78055,-1.05067  6.12686 -1.96423,-0.106637  0.174084  0.299182, -1.76755 0.0359219   1.89528
0.719999,0.0298294 0.0696554  0.110071  0.991031,19.6174 9.48625 5.77064,-1.05789  6.12466  -2.0025,-0.107249  0.173328  0.299258, -1.78218 0.0417874   1.99073
0.724999,0.0295674 0.0700319  0.110844  0.990926,19.6121 9.51687 5.76053,-1.06511  6.12244 -2.04028,-0.107857  0.172567  0.299334,  -1.7972 0.0477253   2.08802
0.729999,0.0293042 0.0704063  0.111617  0.990821,19.6067 9.54747 5.75024,-1.07232  6.12021 -2.07755,-0.108463  0.171802   0.29941, -1.81261 0.0537313   2.18713
0.734999,0.0290396 0.0707786  0.112391  0.990715,19.6013 9.57807 5.73976,-1.07953  6.11796 -2.11431,-0.109067  0.171033  0.299486,  -1.8284 0.0598012   2.28803
0.739999,0.0287738 0.0711488  0.113164  0.990608,19.5959 9.60865 5.72909,-1.08674   6.1157 -2.15055,-0.109667  0.170259  0.299562, -1.84459 0.0659307    2.3907
0.744999,0.0285067 0.0715168  0.113938    0.9905,19.5905 9.63923 5.71825,-1.09395  6.11342 -2.18626,-0.110265  0.169482  0.299638, -1.86116 0.0721156   2.49511
0.749999,0.0282383 0.0718826  0.114712  0.990392, 19.585 9.66979 5.70723,-1.10116  6.11112 -2.22143,-0.11086 0.168699 0.299714, -1.87811 0.0783517   2.60123
0.754999,0.0279687 0.0722463  0.115486  0.990283,19.5795 9.70034 5.69604,-1.10836  6.10881 -2.25605,-0.111452  0.167913   0.29979, -1.89546 0.0846346   2.70905
